customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13771,64,4,"2634,45",3,3,5,335,At Risk
13772,34,3,"1122,63",4,3,4,434,Loyal
13774,82,1,"345,0",2,1,2,212,Nearly Lost
13777,1,27,"10751,44",5,5,5,555,Champions
13778,103,1,"178,7",2,1,1,211,Nearly Lost
13780,7,2,"274,21",5,2,2,522,Potential Loyalists
13781,251,1,"127,84",1,1,1,111,Nearly Lost
13782,13,6,"908,86",5,4,3,543,Loyal
13784,10,8,"1935,75",5,4,4,544,Champions
13786,367,1,"230,4",1,1,1,111,Nearly Lost
13787,76,2,"309,04",2,2,2,222,At Risk
13790,4,1,"348,8",5,1,2,512,Potential Loyalists
13791,128,2,"1226,0",2,2,4,224,At Risk
13792,66,2,"195,55",3,2,1,321,Mass Customers
13798,1,55,"31102,87",5,5,5,555,Champions
13799,117,2,"688,86",2,2,3,223,At Risk
13800,310,1,"558,32",1,1,3,113,Nearly Lost
13801,67,1,"324,8",3,1,2,312,Mass Customers
13802,139,3,"4057,42",2,3,5,235,At Risk
13803,255,1,"277,07",1,1,2,112,Nearly Lost
13804,31,7,"2588,39",4,4,5,445,Champions
13805,52,2,"542,48",3,2,2,322,At Risk
13806,64,1,"256,38",3,1,2,312,Mass Customers
13807,367,1,"112,6",1,1,1,111,Nearly Lost
13808,6,5,"1747,66",5,4,4,544,Champions
13809,305,1,"155,05",1,1,1,111,Nearly Lost
13810,29,2,"899,51",4,2,3,423,Potential Loyalists
13811,184,2,"591,75",1,2,3,123,Sleeping
13812,42,3,"539,0",3,3,2,332,At Risk
13813,40,4,"1366,86",3,3,4,334,At Risk
13814,92,2,"1579,12",2,2,4,224,At Risk
13815,22,4,"3966,88",4,3,5,435,Loyal
13816,24,2,"571,67",4,2,3,423,Potential Loyalists
13817,29,2,"382,98",4,2,2,422,Potential Loyalists
13819,302,3,"938,75",1,3,3,133,Sleeping
13821,145,2,"385,64",2,2,2,222,At Risk
13822,6,2,"628,0",5,2,3,523,Potential Loyalists
13823,19,2,"957,66",4,2,3,423,Potential Loyalists
13824,33,5,"1698,94",4,4,4,444,Champions
13826,176,1,"189,5",2,1,1,211,Nearly Lost
13827,58,3,"409,8",3,3,2,332,At Risk
13828,22,1,"209,49",4,1,1,411,Mass Customers
13831,16,6,"1872,05",4,4,4,444,Champions
13832,19,1,"52,2",4,1,1,411,Mass Customers
13833,159,1,"383,85",2,1,2,212,Nearly Lost
13835,25,4,"834,57",4,3,3,433,Loyal
13837,212,2,"266,59",1,2,2,122,Sleeping
13838,6,4,"674,82",5,3,3,533,Loyal
13841,253,1,"85,0",1,1,1,111,Nearly Lost
13842,59,9,"3385,62",3,4,5,345,At Risk
13844,11,1,"361,62",5,1,2,512,Potential Loyalists
13845,65,1,"312,98",3,1,2,312,Mass Customers
13846,25,3,"865,06",4,3,3,433,Loyal
13848,298,1,"135,0",1,1,1,111,Nearly Lost
13849,52,2,"1537,95",3,2,4,324,At Risk
13850,129,1,"1595,48",2,1,4,214,Nearly Lost
13851,96,3,"1763,46",2,3,4,234,At Risk
13853,57,1,"1090,14",3,1,4,314,Nearly Lost
13854,9,25,"7935,52",5,5,5,555,Champions
13856,169,3,"294,9",2,3,2,232,At Risk
13858,57,1,"216,17",3,1,1,311,Mass Customers
13859,326,1,"201,16",1,1,1,111,Nearly Lost
13860,1,5,"1245,9",5,4,4,544,Champions
13862,18,8,"2209,36",4,4,4,444,Champions
13863,248,1,"305,78",1,1,2,112,Nearly Lost
13865,58,4,"501,56",3,3,2,332,At Risk
13866,74,1,"145,67",3,1,1,311,Mass Customers
13867,31,3,"1005,09",4,3,4,434,Loyal
13868,39,1,"507,54",3,1,2,312,Mass Customers
13869,123,4,"3083,65",2,3,5,235,At Risk
13870,2,8,"2770,94",5,4,5,545,Champions
13871,23,13,"6403,25",4,5,5,455,Champions
13873,120,3,"389,6",2,3,2,232,At Risk
13874,358,1,"540,45",1,1,2,112,Nearly Lost
13875,54,5,"1786,79",3,4,4,344,At Risk
13876,64,1,"122,7",3,1,1,311,Mass Customers
13877,86,1,"117,24",2,1,1,211,Nearly Lost
13878,55,1,"1271,57",3,1,4,314,Nearly Lost
13880,21,13,"3219,77",4,5,5,455,Champions
13881,4,19,"11315,68",5,5,5,555,Champions
13882,3,5,"1191,13",5,4,4,544,Champions
13883,11,5,"2674,48",5,4,5,545,Champions
13884,7,5,"787,6",5,4,3,543,Loyal
13885,189,2,"506,8",1,2,2,122,Sleeping
13886,71,1,"243,56",3,1,1,311,Mass Customers
13887,204,1,"349,55",1,1,2,112,Nearly Lost
13888,120,2,"595,67",2,2,3,223,At Risk
13889,93,1,"416,9",2,1,2,212,Nearly Lost
13890,1,10,"1883,81",5,5,4,554,Champions
13892,27,4,"518,13",4,3,2,432,Mass Customers
13893,298,1,"821,1",1,1,3,113,Nearly Lost
13894,24,3,"564,62",4,3,3,433,Loyal
13895,28,4,"2593,07",4,3,5,435,Loyal
13897,50,1,"311,16",3,1,2,312,Mass Customers
13898,326,1,"155,93",1,1,1,111,Nearly Lost
13899,16,2,"388,52",4,2,2,422,Potential Loyalists
13900,183,3,"740,95",1,3,3,133,Sleeping
13901,72,5,"2867,2",3,4,5,345,At Risk
13904,37,2,"332,64",3,2,2,322,At Risk
13908,80,4,"2194,75",2,3,4,234,At Risk
13911,57,9,"2288,11",3,4,4,344,At Risk
13914,12,2,"626,45",5,2,3,523,Potential Loyalists
13917,50,2,"272,04",3,2,2,322,At Risk
13918,50,2,"828,84",3,2,3,323,At Risk
13919,59,2,"384,81",3,2,2,322,At Risk
13922,352,1,"172,25",1,1,1,111,Nearly Lost
13923,54,1,"351,13",3,1,2,312,Mass Customers
13924,2,6,"1838,85",5,4,4,544,Champions
13925,93,4,"678,25",2,3,3,233,At Risk
13926,23,1,"223,85",4,1,1,411,Mass Customers
13927,75,1,"348,99",3,1,2,312,Mass Customers
13928,11,4,"464,57",5,3,2,532,Mass Customers
13929,169,2,"842,65",2,2,3,223,At Risk
13930,58,2,"337,34",3,2,2,322,At Risk
13931,96,2,"1237,53",2,2,4,224,At Risk
13932,295,1,"307,4",1,1,2,112,Nearly Lost
13933,109,2,"608,79",2,2,3,223,At Risk
13934,264,1,"922,1",1,1,3,113,Nearly Lost
13936,180,1,"376,58",2,1,2,212,Nearly Lost
13937,169,1,"158,85",2,1,1,211,Nearly Lost
13938,35,1,"71,66",4,1,1,411,Mass Customers
13939,23,3,"568,55",4,3,3,433,Loyal
13940,17,4,"839,14",4,3,3,433,Loyal
13941,22,5,"4127,28",4,4,5,445,Champions
13946,79,3,"496,05",2,3,2,232,At Risk
13947,65,1,"90,6",3,1,1,311,Mass Customers
13948,361,1,"102,0",1,1,1,111,Nearly Lost
13949,3,6,"2420,44",5,4,4,544,Champions
13950,11,4,"745,06",5,3,3,533,Loyal
13951,176,3,"651,65",2,3,3,233,At Risk
13952,218,2,"3251,07",1,2,5,125,Sleeping
13953,7,2,"265,68",5,2,2,522,Potential Loyalists
13954,2,2,"439,92",5,2,2,522,Potential Loyalists
13955,154,2,"322,96",2,2,2,222,At Risk
13956,5,5,"1019,27",5,4,4,544,Champions
13959,79,3,"594,04",2,3,3,233,At Risk
13960,21,2,"230,22",4,2,1,421,Mass Customers
13962,22,2,"169,55",4,2,1,421,Mass Customers
13963,308,4,"664,54",1,3,3,133,Sleeping
13967,146,1,"80,7",2,1,1,211,Nearly Lost
13969,7,18,"9024,17",5,5,5,555,Champions
13971,19,8,"2758,26",4,4,5,445,Champions
13972,71,2,"190,25",3,2,1,321,Mass Customers
13973,287,1,"264,7",1,1,2,112,Nearly Lost
13974,49,1,"413,59",3,1,2,312,Mass Customers
13975,31,6,"2461,24",4,4,4,444,Champions
13976,207,1,"357,98",1,1,2,112,Nearly Lost
13978,15,2,"196,79",5,2,1,521,Mass Customers
13979,73,1,"869,87",3,1,3,313,Nearly Lost
13980,60,1,"200,14",3,1,1,311,Mass Customers
13982,39,4,"1871,81",3,3,4,334,At Risk
13983,30,10,"1733,43",4,5,4,454,Champions
13984,27,4,"488,03",4,3,2,432,Mass Customers
13985,4,15,"7060,13",5,5,5,555,Champions
13986,17,1,"239,82",4,1,1,411,Mass Customers
13988,20,6,"4147,96",4,4,5,445,Champions
13989,66,2,"1029,92",3,2,4,324,At Risk
13990,213,1,"311,3",1,1,2,112,Nearly Lost
13991,12,6,"851,88",5,4,3,543,Loyal
13992,30,1,"76,8",4,1,1,411,Mass Customers
13993,43,9,"3466,36",3,4,5,345,At Risk
13994,4,6,"2274,14",5,4,4,544,Champions
13995,15,5,"1393,69",5,4,4,544,Champions
13999,10,12,"3901,81",5,5,5,555,Champions
14000,211,1,"500,3",1,1,2,112,Nearly Lost
14001,46,3,"2043,08",3,3,4,334,At Risk
14002,134,2,"518,21",2,2,2,222,At Risk
14004,43,7,"4582,64",3,4,5,345,At Risk
14005,10,5,"2521,92",5,4,5,545,Champions
14006,116,3,"962,19",2,3,3,233,At Risk
14009,198,2,"695,61",1,2,3,123,Sleeping
14012,278,1,"328,8",1,1,2,112,Nearly Lost
14013,110,3,"473,02",2,3,2,232,At Risk
14014,77,1,"505,18",2,1,2,212,Nearly Lost
14015,53,1,"917,34",3,1,3,313,Nearly Lost
14016,162,4,"4291,21",2,3,5,235,At Risk
14019,47,3,"1369,77",3,3,4,334,At Risk
14020,17,2,"642,8",4,2,3,423,Potential Loyalists
14021,155,3,"631,9",2,3,3,233,At Risk
14022,225,1,"440,0",1,1,2,112,Nearly Lost
14023,7,2,"584,07",5,2,3,523,Potential Loyalists
14024,122,2,"327,7",2,2,2,222,At Risk
14027,61,1,"104,82",3,1,1,311,Mass Customers
14029,63,2,"467,66",3,2,2,322,At Risk
14030,18,8,"1903,84",4,4,4,444,Champions
14031,7,17,"12308,78",5,5,5,555,Champions
14032,2,11,"2975,59",5,5,5,555,Champions
14034,22,3,"648,89",4,3,3,433,Loyal
14035,29,5,"1428,02",4,4,4,444,Champions
14036,285,1,"626,65",1,1,3,113,Nearly Lost
14037,176,2,"147,2",2,2,1,221,Nearly Lost
14038,78,3,"1560,38",2,3,4,234,At Risk
14039,33,1,"152,2",4,1,1,411,Mass Customers
14040,41,12,"3560,32",3,5,5,355,At Risk
14041,266,1,"141,41",1,1,1,111,Nearly Lost
14044,27,4,"646,42",4,3,3,433,Loyal
14045,109,2,"1090,8",2,2,4,224,At Risk
14046,284,1,"151,59",1,1,1,111,Nearly Lost
14047,9,5,"1308,61",5,4,4,544,Champions
14048,305,1,"409,93",1,1,2,112,Nearly Lost
14049,17,4,"5578,72",4,3,5,435,Loyal
14050,32,2,"746,36",4,2,3,423,Potential Loyalists
14051,1,23,"15610,39",5,5,5,555,Champions
14052,20,1,"225,36",4,1,1,411,Mass Customers
14053,124,2,"260,25",2,2,2,222,At Risk
14054,65,1,"92,46",3,1,1,311,Mass Customers
14055,106,1,"725,64",2,1,3,213,Nearly Lost
14056,1,23,"8152,71",5,5,5,555,Champions
14057,24,16,"5825,02",4,5,5,455,Champions
14059,267,1,"183,6",1,1,1,111,Nearly Lost
14060,5,19,"5643,62",5,5,5,555,Champions
14062,10,12,"9545,65",5,5,5,555,Champions
14064,29,5,"1023,3",4,4,4,444,Champions
14066,267,1,"152,55",1,1,1,111,Nearly Lost
14067,64,2,"374,7",3,2,2,322,At Risk
14068,320,1,"265,85",1,1,2,112,Nearly Lost
14071,4,8,"1422,75",5,4,4,544,Champions
14073,32,1,"151,04",4,1,1,411,Mass Customers
14075,5,3,"942,26",5,3,3,533,Loyal
14076,129,1,"118,67",2,1,1,211,Nearly Lost
14077,41,5,"499,42",3,4,2,342,At Risk
14078,102,6,"1049,37",2,4,4,244,At Risk
14079,125,1,"375,1",2,1,2,212,Nearly Lost
14080,33,1,"45,6",4,1,1,411,Mass Customers
14081,302,2,"921,62",1,2,3,123,Sleeping
14082,365,1,"182,25",1,1,1,111,Nearly Lost
14083,4,8,"988,5",5,4,3,543,Loyal
14085,2,18,"4421,29",5,5,5,555,Champions
14087,3,1,"189,97",5,1,1,511,Mass Customers
14088,10,13,"50161,81",5,5,5,555,Champions
14089,57,1,"158,75",3,1,1,311,Mass Customers
14090,325,1,"76,32",1,1,1,111,Nearly Lost
14092,8,14,"4076,91",5,5,5,555,Champions
14093,12,1,"433,86",5,1,2,512,Potential Loyalists
14096,4,17,"53124,51",5,5,5,555,Champions
14098,37,1,"147,35",3,1,1,311,Mass Customers
14099,16,11,"3104,17",4,5,5,455,Champions
14100,138,1,"191,95",2,1,1,211,Nearly Lost
14101,74,6,"2839,19",3,4,5,345,At Risk
14102,5,5,"1105,88",5,4,4,544,Champions
14104,155,2,"216,21",2,2,1,221,Nearly Lost
14105,239,1,"1266,23",1,1,4,114,Nearly Lost
14107,52,7,"2703,23",3,4,5,345,At Risk
14108,31,2,"597,91",4,2,3,423,Potential Loyalists
14109,73,1,"144,2",3,1,1,311,Mass Customers
14110,4,12,"5683,15",5,5,5,555,Champions
14111,14,4,"613,65",5,3,3,533,Loyal
14112,23,7,"2915,15",4,4,5,445,Champions
14113,4,4,"1840,42",5,3,4,534,Loyal
14114,274,2,"386,53",1,2,2,122,Sleeping
14116,20,5,"1382,74",4,4,4,444,Champions
14117,144,1,"90,0",2,1,1,211,Nearly Lost
14121,4,4,"2780,15",5,3,5,535,Loyal
14124,84,1,"28,08",2,1,1,211,Nearly Lost
14125,11,3,"2720,63",5,3,5,535,Loyal
14126,8,3,"400,85",5,3,2,532,Mass Customers
14127,123,3,"709,71",2,3,3,233,At Risk
14128,61,2,"637,5",3,2,3,323,At Risk
14129,2,5,"1123,86",5,4,4,544,Champions
14130,319,1,"480,91",1,1,2,112,Nearly Lost
14132,2,11,"3511,03",5,5,5,555,Champions
14133,130,3,"605,64",2,3,3,233,At Risk
14135,2,15,"4175,91",5,5,5,555,Champions
14138,2,2,"965,88",5,2,3,523,Potential Loyalists
14139,46,1,"415,82",3,1,2,312,Mass Customers
14140,4,2,"935,05",5,2,3,523,Potential Loyalists
14141,3,4,"915,13",5,3,3,533,Loyal
14142,373,1,"311,81",1,1,2,112,Nearly Lost
14143,134,1,"115,8",2,1,1,211,Nearly Lost
14145,47,3,"2554,2",3,3,5,335,At Risk
14146,9,5,"4191,0",5,4,5,545,Champions
14147,78,2,"483,4",2,2,2,222,At Risk
14148,234,1,"157,2",1,1,1,111,Nearly Lost
14149,221,1,"446,62",1,1,2,112,Nearly Lost
14150,36,2,"658,64",3,2,3,323,At Risk
14152,75,2,"621,29",3,2,3,323,At Risk
14154,239,2,"1150,62",1,2,4,124,Sleeping
14155,266,1,"118,75",1,1,1,111,Nearly Lost
14156,10,52,"68242,63",5,5,5,555,Champions
14157,20,2,"424,89",4,2,2,422,Potential Loyalists
14158,40,1,"507,66",3,1,2,312,Mass Customers
14159,20,11,"4627,98",4,5,5,455,Champions
14161,216,3,"1097,62",1,3,4,134,Sleeping
14162,174,2,"289,36",2,2,2,222,At Risk
14163,87,4,"2445,91",2,3,4,234,At Risk
14164,81,1,"1273,77",2,1,4,214,Nearly Lost
14165,276,1,"120,44",1,1,1,111,Nearly Lost
14167,39,4,"562,59",3,3,3,333,At Risk
14171,98,1,"363,79",2,1,2,212,Nearly Lost
14173,11,4,"450,84",5,3,2,532,Mass Customers
14174,33,1,"134,46",4,1,1,411,Mass Customers
14175,60,3,"3222,3",3,3,5,335,At Risk
14176,297,4,"576,9",1,3,3,133,Sleeping
14177,86,4,"549,46",2,3,2,232,At Risk
14178,9,7,"1579,06",5,4,4,544,Champions
14179,41,2,"701,57",3,2,3,323,At Risk
14180,11,25,"4583,52",5,5,5,555,Champions
14184,67,1,"452,89",3,1,2,312,Mass Customers
14185,331,1,"32,65",1,1,1,111,Nearly Lost
14188,31,6,"2054,36",4,4,4,444,Champions
14189,2,15,"4633,92",5,5,5,555,Champions
14191,2,13,"4684,76",5,5,5,555,Champions
14193,68,2,"853,39",3,2,3,323,At Risk
14194,5,21,"11349,52",5,5,5,555,Champions
14195,202,2,"375,2",1,2,2,122,Sleeping
14196,107,1,"335,52",2,1,2,212,Nearly Lost
14198,18,4,"701,4",4,3,3,433,Loyal
14199,218,1,"185,4",1,1,1,111,Nearly Lost
14201,60,7,"747,44",3,4,3,343,At Risk
14204,2,1,"150,61",5,1,1,511,Mass Customers
14205,17,2,"466,7",4,2,2,422,Potential Loyalists
14206,239,1,"328,16",1,1,2,112,Nearly Lost
14208,95,1,"151,74",2,1,1,211,Nearly Lost
14209,11,6,"2073,43",5,4,4,544,Champions
14210,106,6,"1905,84",2,4,4,244,At Risk
14211,53,9,"2241,1",3,4,4,344,At Risk
14212,90,1,"527,6",2,1,2,212,Nearly Lost
14214,31,5,"1004,38",4,4,4,444,Champions
14215,12,6,"1789,72",5,4,4,544,Champions
14216,3,4,"1839,3",5,3,4,534,Loyal
14217,2,17,"2004,98",5,5,4,554,Champions
14218,43,1,"169,48",3,1,1,311,Mass Customers
14219,4,1,"89,94",5,1,1,511,Mass Customers
14220,247,2,"632,4",1,2,3,123,Sleeping
14221,42,9,"3432,8",3,4,5,345,At Risk
14222,177,1,"683,17",2,1,3,213,Nearly Lost
14223,92,3,"991,13",2,3,3,233,At Risk
14224,110,4,"1009,73",2,3,4,234,At Risk
14226,29,5,"1889,19",4,4,4,444,Champions
14227,26,10,"3350,96",4,5,5,455,Champions
14229,52,3,"1547,2",3,3,4,334,At Risk
14231,184,3,"925,71",1,3,3,133,Sleeping
14232,43,5,"2048,07",3,4,4,344,At Risk
14233,49,4,"1230,72",3,3,4,334,At Risk
14234,22,4,"750,12",4,3,3,433,Loyal
14235,75,5,"3144,86",3,4,5,345,At Risk
14236,81,2,"490,86",2,2,2,222,At Risk
14237,373,1,"161,0",1,1,1,111,Nearly Lost
14238,326,1,"146,85",1,1,1,111,Nearly Lost
14239,43,11,"2380,85",3,5,4,354,At Risk
14240,30,2,"890,34",4,2,3,423,Potential Loyalists
14241,184,1,"213,7",1,1,1,111,Nearly Lost
14242,235,2,"280,55",1,2,2,122,Sleeping
14243,9,10,"2588,77",5,5,5,555,Champions
14245,220,2,"1693,45",1,2,4,124,Sleeping
14246,111,3,"1474,06",2,3,4,234,At Risk
14247,278,1,"136,77",1,1,1,111,Nearly Lost
14248,318,1,"302,58",1,1,2,112,Nearly Lost
14250,7,3,"1904,05",5,3,4,534,Loyal
14251,2,5,"2879,7",5,4,5,545,Champions
14256,260,2,"969,06",1,2,3,123,Sleeping
14257,64,5,"2850,12",3,4,5,345,At Risk
14258,9,9,"11206,22",5,4,5,545,Champions
14259,142,1,"120,0",2,1,1,211,Nearly Lost
14261,51,2,"1163,45",3,2,4,324,At Risk
14262,8,8,"2618,23",5,4,5,545,Champions
14264,155,2,"333,97",2,2,2,222,At Risk
14265,109,2,"530,18",2,2,2,222,At Risk
14267,163,3,"1516,24",2,3,4,234,At Risk
14270,332,1,"492,65",1,1,2,112,Nearly Lost
14271,226,1,"112,32",1,1,1,111,Nearly Lost
14272,74,2,"437,96",3,2,2,322,At Risk
14273,51,4,"559,97",3,3,3,333,At Risk
14276,99,3,"1119,74",2,3,4,234,At Risk
14277,15,3,"3928,8",5,3,5,535,Loyal
14280,197,1,"134,04",1,1,1,111,Nearly Lost
14282,3,15,"3689,76",5,5,5,555,Champions
14284,31,2,"595,25",4,2,3,423,Potential Loyalists
14285,21,4,"1910,01",4,3,4,434,Loyal
14286,24,3,"4628,75",4,3,5,435,Loyal
14287,8,2,"159,35",5,2,1,521,Mass Customers
14288,213,1,"426,6",1,1,2,112,Nearly Lost
14289,9,6,"911,26",5,4,3,543,Loyal
14290,11,5,"2314,65",5,4,4,544,Champions
14291,2,11,"3883,25",5,5,5,555,Champions
14292,8,9,"4871,93",5,4,5,545,Champions
14293,3,4,"1046,56",5,3,4,534,Loyal
14295,40,1,"166,2",3,1,1,311,Mass Customers
14297,18,4,"1305,33",4,3,4,434,Loyal
14298,8,42,"46998,75",5,5,5,555,Champions
14299,8,9,"3861,94",5,4,5,545,Champions
14300,19,1,"43,2",4,1,1,411,Mass Customers
14301,117,1,"575,34",2,1,3,213,Nearly Lost
14304,223,1,"383,45",1,1,2,112,Nearly Lost
14305,71,3,"1858,96",3,3,4,334,At Risk
14306,51,2,"1633,64",3,2,4,324,At Risk
14307,89,6,"2995,72",2,4,5,245,At Risk
14309,8,9,"2214,29",5,4,4,544,Champions
14311,243,1,"310,26",1,1,2,112,Nearly Lost
14312,47,6,"1611,59",3,4,4,344,At Risk
14314,107,1,"115,2",2,1,1,211,Nearly Lost
14315,45,6,"2481,13",3,4,4,344,At Risk
14317,65,1,"508,58",3,1,2,312,Mass Customers
14320,207,2,"477,79",1,2,2,122,Sleeping
14321,11,5,"1526,75",5,4,4,544,Champions
14323,115,2,"605,06",2,2,3,223,At Risk
14326,242,1,"183,85",1,1,1,111,Nearly Lost
14327,163,1,"311,65",2,1,2,212,Nearly Lost
14329,17,7,"4914,76",4,4,5,445,Champions
14331,124,2,"462,66",2,2,2,222,At Risk
14332,23,3,"840,21",4,3,3,433,Loyal
14333,68,1,"415,2",3,1,2,312,Mass Customers
14334,17,8,"2552,21",4,4,5,445,Champions
14335,16,2,"454,86",4,2,2,422,Potential Loyalists
14336,17,4,"1614,91",4,3,4,434,Loyal
14338,161,2,"588,22",2,2,3,223,At Risk
14339,243,1,"309,52",1,1,2,112,Nearly Lost
14340,219,1,"134,7",1,1,1,111,Nearly Lost
14341,45,8,"2166,98",3,4,4,344,At Risk
14342,21,4,"668,56",4,3,3,433,Loyal
14344,127,8,"889,93",2,4,3,243,At Risk
14345,39,1,"108,98",3,1,1,311,Mass Customers
14346,121,2,"1021,58",2,2,4,224,At Risk
14348,260,1,"409,57",1,1,2,112,Nearly Lost
14349,10,1,"133,5",5,1,1,511,Mass Customers
14350,274,1,"282,93",1,1,2,112,Nearly Lost
14351,165,1,"51,0",2,1,1,211,Nearly Lost
14352,157,4,"1078,96",2,3,4,234,At Risk
14353,215,1,"90,6",1,1,1,111,Nearly Lost
14354,6,2,"163,62",5,2,1,521,Mass Customers
14355,366,1,"174,4",1,1,1,111,Nearly Lost
14356,80,2,"701,23",2,2,3,223,At Risk
14357,43,1,"225,12",3,1,1,311,Mass Customers
14359,19,3,"912,18",4,3,3,433,Loyal
14360,32,4,"2118,03",4,3,4,434,Loyal
14362,22,1,"151,5",4,1,1,411,Mass Customers
14364,109,8,"3590,15",2,4,5,245,At Risk
14367,8,16,"9227,82",5,5,5,555,Champions
14368,320,1,"155,0",1,1,1,111,Nearly Lost
14371,295,1,"100,5",1,1,1,111,Nearly Lost
14373,358,1,"76,55",1,1,1,111,Nearly Lost
14375,185,1,"235,56",1,1,1,111,Nearly Lost
14377,191,2,"617,05",1,2,3,123,Sleeping
14379,44,2,"348,1",3,2,2,322,At Risk
14381,52,1,"202,68",3,1,1,311,Mass Customers
14382,26,1,"590,53",4,1,3,413,Potential Loyalists
14383,38,3,"1243,69",3,3,4,334,At Risk
14385,9,3,"202,11",5,3,1,531,Mass Customers
14386,297,1,"142,4",1,1,1,111,Nearly Lost
14387,33,3,"1727,6",4,3,4,434,Loyal
14388,10,8,"3212,84",5,4,5,545,Champions
14389,65,2,"1043,46",3,2,4,324,At Risk
14390,10,9,"4642,57",5,4,5,545,Champions
14393,218,1,"67,95",1,1,1,111,Nearly Lost
14395,2,9,"3479,91",5,4,5,545,Champions
14396,65,2,"487,99",3,2,2,322,At Risk
14397,3,19,"2509,28",5,5,5,555,Champions
14400,149,1,"574,7",2,1,3,213,Nearly Lost
14401,4,13,"3995,32",5,5,5,555,Champions
14403,130,4,"1430,45",2,3,4,234,At Risk
14404,34,6,"1440,68",4,4,4,444,Champions
14406,119,1,"156,75",2,1,1,211,Nearly Lost
14407,107,6,"2088,13",2,4,4,244,At Risk
14408,11,7,"2599,03",5,4,5,545,Champions
14409,71,6,"1891,69",3,4,4,344,At Risk
14410,92,9,"1099,27",2,4,4,244,At Risk
14411,311,1,"1063,0",1,1,4,114,Nearly Lost
14412,43,2,"766,03",3,2,3,323,At Risk
14413,362,1,"121,05",1,1,1,111,Nearly Lost
14414,92,7,"1437,3",2,4,4,244,At Risk
14415,1,13,"5855,57",5,5,5,555,Champions
14416,22,2,"275,42",4,2,2,422,Potential Loyalists
14418,4,3,"1937,25",5,3,4,534,Loyal
14419,11,6,"1051,79",5,4,4,544,Champions
14420,99,1,"387,52",2,1,2,212,Nearly Lost
14421,57,2,"813,11",3,2,3,323,At Risk
14422,1,6,"4263,64",5,4,5,545,Champions
14423,218,1,"265,2",1,1,2,112,Nearly Lost
14424,18,1,"322,08",4,1,2,412,Potential Loyalists
14426,24,10,"4229,67",4,5,5,455,Champions
14427,50,2,"363,34",3,2,2,322,At Risk
14428,7,5,"1224,06",5,4,4,544,Champions
14431,303,1,"470,36",1,1,2,112,Nearly Lost
14432,10,6,"2246,58",5,4,4,544,Champions
14434,22,6,"1372,8",4,4,4,444,Champions
14436,99,1,"89,06",2,1,1,211,Nearly Lost
14437,366,1,"63,0",1,1,1,111,Nearly Lost
14438,306,1,"131,9",1,1,1,111,Nearly Lost
14439,320,1,"2661,24",1,1,5,115,Nearly Lost
14440,8,5,"2357,68",5,4,4,544,Champions
14441,1,4,"1712,89",5,3,4,534,Loyal
14442,205,2,"1589,82",1,2,4,124,Sleeping
14443,54,4,"1420,2",3,3,4,334,At Risk
14446,1,4,"1004,11",5,3,4,534,Loyal
14447,19,5,"1163,23",4,4,4,444,Champions
14448,9,2,"375,35",5,2,2,522,Potential Loyalists
14449,19,4,"885,8",4,3,3,433,Loyal
14450,181,3,"483,25",1,3,2,132,Sleeping
14451,60,2,"643,9",3,2,3,323,At Risk
14452,11,2,"259,05",5,2,2,522,Potential Loyalists
14453,190,1,"119,93",1,1,1,111,Nearly Lost
14456,5,9,"3010,32",5,4,5,545,Champions
14457,311,1,"113,64",1,1,1,111,Nearly Lost
14459,155,1,"1837,92",2,1,4,214,Nearly Lost
14460,110,3,"392,58",2,3,2,232,At Risk
14461,148,3,"2102,67",2,3,4,234,At Risk
14462,66,11,"1975,57",3,5,4,354,At Risk
14463,98,3,"529,62",2,3,2,232,At Risk
14465,247,3,"1038,44",1,3,4,134,Sleeping
14466,29,7,"2272,4",4,4,4,444,Champions
14467,18,4,"596,26",4,3,3,433,Loyal
14470,12,2,"461,19",5,2,2,522,Potential Loyalists
14472,104,8,"1852,67",2,4,4,244,At Risk
14473,74,2,"234,34",3,2,1,321,Mass Customers
14474,46,1,"547,66",3,1,2,312,Mass Customers
14475,72,3,"925,85",3,3,3,333,At Risk
14476,257,1,"193,0",1,1,1,111,Nearly Lost
14477,20,4,"1309,6",4,3,4,434,Loyal
14479,254,2,"316,25",1,2,2,122,Sleeping
14480,11,1,"279,05",5,1,2,512,Potential Loyalists
14481,165,2,"636,51",2,2,3,223,At Risk
14482,18,6,"1878,81",4,4,4,444,Champions
14483,282,1,"137,1",1,1,1,111,Nearly Lost
14484,50,1,"321,92",3,1,2,312,Mass Customers
14485,39,1,"162,8",3,1,1,311,Mass Customers
14487,27,6,"1165,48",4,4,4,444,Champions
14488,68,1,"939,48",3,1,3,313,Nearly Lost
14489,207,1,"463,38",1,1,2,112,Nearly Lost
14491,175,2,"340,93",2,2,2,222,At Risk
14493,7,5,"2383,24",5,4,4,544,Champions
14494,26,1,"139,56",4,1,1,411,Mass Customers
14495,51,2,"123,8",3,2,1,321,Mass Customers
14496,312,2,"538,81",1,2,2,122,Sleeping
14497,309,1,"475,37",1,1,2,112,Nearly Lost
14498,43,5,"1957,32",3,4,4,344,At Risk
14499,26,3,"808,44",4,3,3,433,Loyal
14500,88,3,"356,85",2,3,2,232,At Risk
14501,184,2,"251,21",1,2,2,122,Sleeping
