invoice,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,revenue
545074,22297,HEART IVORY TRELLIS SMALL,24,2011-02-28 09:28:00,1.25,17655,United Kingdom,30.0
557846,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-06-23 10:44:00,0.42,17365,United Kingdom,5.04
547794,23154,SET OF 4 JAM JAR MAGNETS,4,2011-03-25 12:13:00,2.08,14085,United Kingdom,8.32
555471,23301,GARDENERS KNEELING PAD KEEP CALM ,3,2011-06-03 11:42:00,1.65,16117,United Kingdom,4.95
539018,20754,RETROSPOT RED WASHING UP GLOVES,6,2010-12-15 14:00:00,2.1,16134,United Kingdom,12.6
562269,22841,ROUND CAKE TIN VINTAGE GREEN,1,2011-08-03 16:35:00,7.95,14056,United Kingdom,7.95
538816,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-12-14 12:35:00,4.65,16812,United Kingdom,18.6
567300,23389,SPACEBOY MINI BACKPACK,4,2011-09-19 12:36:00,4.15,12724,France,16.6
569699,23505,PLAYING CARDS I LOVE LONDON ,3,2011-10-05 15:52:00,1.25,12723,France,3.75
576060,23301,GARDENERS KNEELING PAD KEEP CALM ,10,2011-11-13 15:25:00,1.65,13681,United Kingdom,16.5
567474,23244,ROUND STORAGE TIN VINTAGE LEAF,2,2011-09-20 12:53:00,1.95,13448,United Kingdom,3.9
571629,20996,JAZZ HEARTS ADDRESS BOOK,24,2011-10-18 11:18:00,0.19,13362,United Kingdom,4.56
550798,22894,TABLECLOTH RED APPLES DESIGN ,6,2011-04-20 14:41:00,9.95,15290,United Kingdom,59.7
555368,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-06-02 14:30:00,0.55,13437,United Kingdom,13.2
539089,20828,GLITTER BUTTERFLY CLIPS,6,2010-12-16 09:46:00,2.55,15246,United Kingdom,15.3
566914,22082,RIBBON REEL STRIPES DESIGN ,5,2011-09-15 14:08:00,1.65,15466,United Kingdom,8.25
578818,85177,BASKET OF FLOWERS SEWING KIT,3,2011-11-25 13:47:00,0.85,17920,United Kingdom,2.55
559526,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2011-07-10 11:19:00,4.65,15756,United Kingdom,4.65
573401,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-10-30 15:43:00,0.85,12364,Belgium,10.2
571201,23127,FELTCRAFT GIRL NICOLE KIT,12,2011-10-14 12:28:00,4.15,14937,Channel Islands,49.8
574619,20975,12 PENCILS SMALL TUBE RED RETROSPOT,3,2011-11-06 11:18:00,0.65,15952,United Kingdom,1.95
550911,21156,RETROSPOT CHILDRENS APRON,8,2011-04-21 13:11:00,1.95,12354,Spain,15.6
559876,20718,RED RETROSPOT SHOPPER BAG,2,2011-07-13 11:09:00,1.25,15752,United Kingdom,2.5
575766,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3,2011-11-11 11:06:00,0.83,12856,United Kingdom,2.49
538517,22940,FELTCRAFT CHRISTMAS FAIRY,1,2010-12-12 16:05:00,4.25,17618,United Kingdom,4.25
578233,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-11-23 12:20:00,4.25,14049,United Kingdom,8.5
565730,82583,HOT BATHS METAL SIGN,2,2011-09-06 12:02:00,2.1,14715,United Kingdom,4.2
570513,23019,SMALL APOTHECARY MEASURING JAR ,6,2011-10-11 10:33:00,7.45,14952,United Kingdom,44.7
545945,22727,ALARM CLOCK BAKELIKE RED ,2,2011-03-08 12:07:00,3.75,16710,United Kingdom,7.5
551301,22192,BLUE DINER WALL CLOCK,4,2011-04-27 14:49:00,8.5,17675,United Kingdom,34.0
548701,22522,CHILDS GARDEN FORK BLUE ,12,2011-04-03 11:36:00,0.85,17629,United Kingdom,10.2
563638,21716,BOYS VINTAGE TIN SEASIDE BUCKET,2,2011-08-18 10:36:00,2.55,15311,United Kingdom,5.1
